age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
21,5,159567,15,9,0,3,3,1,0,0,0,50,28,1
49,5,133917,6,11,0,0,4,4,0,0,0,40,36,1
52,5,196894,12,7,2,9,0,1,0,0,0,40,28,1
39,6,132879,4,13,1,14,1,1,0,0,1887,40,28,0
23,5,190290,4,13,0,14,5,1,0,0,0,40,28,1
54,5,102828,15,9,1,13,1,1,0,0,0,49,28,1
31,5,128493,15,9,5,5,3,1,1,0,0,25,28,1
30,4,290677,11,14,0,2,3,4,1,0,0,20,28,1
21,5,283757,1,10,0,0,5,1,0,0,0,40,28,1
38,6,169104,4,13,1,1,1,3,0,0,0,40,38,0
51,5,171409,1,10,1,11,1,1,0,0,0,40,28,0
34,1,319165,7,16,1,14,1,1,0,0,0,50,28,0
22,5,203182,4,13,0,8,0,1,1,0,0,30,28,1
20,3,211968,1,10,0,10,5,1,1,0,0,45,28,1
26,5,215384,4,13,0,8,3,1,0,0,1974,55,28,1
26,5,166666,1,10,0,5,3,1,1,0,0,35,28,1
41,5,156566,1,10,1,13,1,1,0,0,0,40,28,0
35,5,140564,4,13,1,0,1,1,0,0,0,40,28,0
27,6,322208,1,10,0,11,5,1,0,0,0,40,28,1
65,5,420277,1,10,1,1,1,1,0,0,0,40,28,1
31,5,123430,12,7,1,12,1,1,0,0,0,65,27,1
45,0,151584,10,15,1,14,1,1,0,0,0,35,28,0
37,1,348960,2,12,1,11,1,1,0,0,0,50,28,0
47,5,168232,15,9,1,11,1,1,0,0,1887,45,28,0
47,0,201699,2,12,1,8,1,1,0,0,0,50,28,0
33,5,511517,15,9,1,14,1,1,0,0,0,40,28,1
40,5,118001,13,6,1,13,1,4,0,0,0,40,28,1
38,5,193961,1,10,1,13,1,3,0,0,0,40,38,0
21,5,32732,1,10,0,0,3,1,0,0,0,40,28,1
40,5,223548,15,9,1,2,1,1,0,0,0,40,27,1
33,5,389932,15,9,5,11,3,4,0,0,0,55,28,1
29,5,102345,1,10,0,7,3,1,0,0,0,52,28,1
41,5,107584,1,10,2,11,3,1,0,0,0,35,28,1
20,3,34321,1,10,0,10,5,1,1,0,0,30,28,1
20,4,39478,1,10,0,8,5,1,0,0,0,54,28,1
34,1,276221,13,6,1,12,1,1,0,0,0,40,28,1
78,0,385242,4,13,1,8,1,1,0,9386,0,45,28,0
46,5,235646,15,9,1,13,1,1,0,0,0,40,28,0
40,5,123306,6,11,1,14,1,1,0,0,0,40,28,0
59,5,38573,1,10,1,8,1,1,0,0,0,40,28,0
23,5,216889,15,9,0,9,3,1,0,0,0,40,28,1
23,5,386705,1,10,0,2,5,1,0,0,0,24,28,1
47,1,249585,1,10,1,13,1,1,0,0,0,30,28,1
31,6,47276,4,13,1,5,1,1,0,0,0,38,28,0
42,1,162758,1,10,1,9,1,1,0,0,0,56,28,0
46,6,146497,15,9,5,14,3,1,1,0,0,40,28,1
29,5,190765,15,9,5,3,3,1,0,0,0,44,28,1
21,5,186314,15,9,1,2,1,1,0,0,0,40,28,1
55,5,213615,15,9,1,13,1,1,0,0,0,40,28,0
38,5,162322,6,11,0,7,5,1,1,0,0,40,28,1
44,4,115932,11,14,1,8,1,1,0,0,0,40,28,1
61,1,392694,1,10,5,8,3,1,0,0,0,50,28,0
38,4,143517,4,13,0,8,5,1,0,0,0,40,28,1
50,0,123429,4,13,1,14,1,1,0,0,0,45,35,0
53,5,254285,11,14,1,14,1,1,0,0,0,40,28,0
37,5,238311,15,9,1,3,1,4,0,0,0,36,28,0
49,5,281647,11,14,1,8,1,1,0,0,0,45,28,0
30,5,75167,1,10,1,3,1,1,0,0,0,40,28,0
19,5,252862,6,11,0,14,5,1,1,0,0,40,28,1
59,1,199240,15,9,5,14,3,1,0,0,0,20,22,1
43,5,145762,4,13,1,8,1,1,0,0,0,40,28,1
29,6,142443,4,13,1,14,1,1,0,0,0,60,28,1
49,5,99361,10,15,1,14,1,1,0,0,0,45,28,1
36,5,105138,15,9,5,11,3,1,0,0,0,50,28,1
26,5,183171,12,7,0,5,5,4,0,1055,0,32,28,1
18,5,151866,1,10,0,0,3,1,1,0,0,20,28,1
60,5,297261,1,10,4,0,3,1,1,0,0,15,28,1
43,5,148998,15,9,5,2,0,1,1,0,0,40,28,1
42,5,143046,15,9,0,5,5,1,1,0,0,40,28,1
41,5,183850,15,9,5,0,3,1,0,0,0,50,28,1
55,1,248841,11,14,1,14,1,1,0,0,1977,40,28,0
31,5,198452,4,13,0,2,5,1,1,0,0,40,28,1
20,5,161092,1,10,0,9,5,1,0,0,0,40,28,1
37,5,112497,11,14,1,8,1,1,0,0,0,40,28,0
51,1,155963,1,10,1,13,1,1,0,0,0,55,28,1
28,5,147560,1,10,1,0,1,1,0,0,1902,55,28,0
24,5,376393,6,11,0,0,3,1,1,0,0,40,28,1
21,4,151790,1,10,0,2,5,1,1,0,0,30,28,1
21,5,438139,15,9,0,0,3,1,0,0,0,50,28,1
20,3,163911,1,10,0,10,5,1,1,0,0,40,28,1
35,5,214896,15,9,5,2,3,1,1,0,0,45,28,1
30,5,102821,1,10,1,13,3,1,0,0,0,40,27,1
44,1,90021,15,9,1,13,1,1,0,0,0,30,28,1
45,5,77085,4,13,1,13,1,3,0,0,0,40,7,0
42,5,158555,13,6,1,8,1,1,0,0,0,40,28,1
36,3,28160,15,9,5,10,3,1,1,0,0,40,28,1
32,5,462255,4,13,5,8,3,1,1,0,0,40,28,1
33,5,144949,15,9,0,9,3,1,0,0,0,40,28,1
27,5,116207,5,5,1,13,1,1,0,0,0,32,28,1
17,5,187308,13,6,0,5,5,1,1,0,0,15,28,1
45,6,189890,15,9,0,2,0,1,1,0,0,40,28,1
41,5,185267,4,13,1,14,1,1,0,0,0,40,28,1
19,5,63434,1,10,0,3,3,1,1,0,0,35,28,1
45,5,1366120,6,11,5,5,3,1,1,0,0,8,28,1
41,0,495061,7,16,1,14,1,1,0,99999,0,70,28,0
34,6,134886,15,9,1,5,2,1,1,0,1740,35,28,1
33,5,129707,4,13,0,2,3,1,0,0,0,60,28,0
17,3,181337,13,6,0,10,5,2,1,0,0,20,28,1
51,5,74784,4,13,5,0,3,1,1,0,0,60,28,1
33,5,44392,15,9,5,9,5,1,0,0,0,20,28,1
23,5,406641,1,10,0,9,4,1,1,0,0,18,28,1
52,5,89041,4,13,3,14,3,1,0,0,0,30,28,0
36,3,139770,1,10,5,10,5,1,1,0,0,32,28,1
25,5,180212,15,9,0,2,0,4,1,0,0,40,28,1
38,3,338212,1,10,1,10,2,1,1,0,0,20,28,1
64,1,178472,5,5,2,11,3,1,0,0,0,45,28,1
42,5,384236,11,14,1,14,1,1,0,7688,0,40,28,0
29,5,168470,15,9,0,11,5,1,0,0,0,40,28,1
26,6,80485,4,13,0,14,3,1,1,0,0,38,28,1
38,3,181705,15,9,1,10,1,1,0,0,0,24,28,1
24,5,216867,13,6,0,5,4,1,0,0,0,30,27,1
43,8,214541,1,10,1,8,1,1,0,0,0,40,28,0
38,5,383239,13,6,1,13,1,1,0,3103,0,40,28,0
28,5,70034,4,13,1,0,1,1,0,0,0,45,28,0
18,3,266287,1,10,0,10,5,1,1,0,0,25,28,1
44,5,128485,6,11,1,13,1,4,0,0,0,40,28,1
81,3,89015,15,9,1,10,1,1,0,0,0,18,28,1
55,5,106740,15,9,1,8,1,1,0,0,0,40,28,0
52,5,167527,12,7,4,5,0,4,1,0,0,40,28,1
31,5,19302,4,13,1,14,1,1,0,0,0,40,28,0
35,5,210150,15,9,5,2,0,1,1,0,0,40,28,1
39,5,179824,15,9,0,3,0,4,1,0,0,36,28,1
27,5,420351,15,9,0,11,5,1,0,0,0,40,28,1
23,4,215443,1,10,0,2,3,1,0,0,0,15,28,1
26,5,116044,12,7,2,13,4,1,0,2907,0,50,28,1
33,5,215306,6,11,0,5,3,1,0,0,0,40,1,1
39,5,108069,1,10,0,13,0,1,1,0,0,40,28,1
44,5,260046,15,9,5,11,3,1,0,0,0,40,28,1
38,5,31053,15,9,5,8,0,1,1,0,0,40,28,1
18,5,362302,9,8,0,5,5,1,0,0,0,15,28,1
54,5,87205,15,9,4,5,3,1,1,0,0,15,28,1
45,5,191703,15,9,0,2,5,4,1,0,0,40,28,1
43,5,242968,11,14,1,8,1,3,0,0,0,40,26,0
23,6,185575,4,13,0,14,5,1,1,0,0,40,28,1
37,5,177858,1,10,0,8,3,1,0,2174,0,40,28,1
33,1,73585,12,7,1,13,1,1,0,0,0,50,28,1
45,5,301802,4,13,1,11,1,1,0,0,0,50,28,0
32,0,108467,4,13,0,8,3,1,0,0,0,55,28,1
47,5,431245,0,4,1,13,1,1,0,0,0,40,28,1
44,5,157217,2,12,1,14,1,1,0,0,0,40,28,0
22,5,204935,15,9,0,3,5,1,0,0,0,40,28,1
17,5,277112,12,7,0,0,5,1,0,0,0,30,28,1
64,0,59145,7,16,1,8,1,1,0,0,1902,60,28,0
30,6,159773,4,13,1,1,1,1,0,0,0,45,28,0
51,5,118793,4,13,1,14,1,1,0,0,0,70,28,0
26,4,152457,15,9,0,1,3,1,0,0,0,40,28,1
31,5,187901,1,10,0,0,3,1,1,0,1504,40,28,1
50,5,266529,12,7,1,13,1,1,0,0,0,40,28,1
18,3,256179,1,10,0,10,5,1,0,594,0,10,28,1
63,5,113756,15,9,0,8,5,1,1,0,0,40,28,1
48,5,83444,6,11,1,8,1,1,0,0,0,43,28,0
37,0,30529,4,13,1,0,1,1,0,0,2415,50,28,0
51,3,146325,15,9,1,10,1,1,0,0,0,28,28,1
29,5,198825,15,9,0,8,3,1,1,0,0,38,28,1
69,5,71489,11,14,1,14,1,1,0,0,0,25,28,1
56,5,111218,15,9,1,11,1,1,0,0,0,60,28,1
26,3,221626,4,13,1,10,2,1,1,0,0,40,28,1
39,6,203482,11,14,1,14,1,1,0,7298,0,40,28,0
42,1,352196,15,9,2,5,3,1,1,0,0,22,28,1
41,8,355918,15,9,1,7,1,1,0,0,0,40,28,0
45,5,168262,15,9,1,3,1,1,0,0,1887,40,28,0
23,5,182615,1,10,0,2,5,1,0,0,0,40,28,1
29,5,211482,4,13,0,14,3,1,0,0,0,50,28,0
34,5,386370,1,10,1,13,1,1,0,0,0,50,28,1
31,3,85077,4,13,1,10,2,1,1,0,1902,20,28,0
46,6,180010,4,13,1,14,2,1,1,0,0,40,28,0
46,7,142210,15,9,1,3,2,1,1,0,0,25,28,1
33,5,415706,3,3,2,5,0,1,1,0,0,40,27,1
46,5,237731,6,11,1,2,1,1,0,0,0,40,28,1
26,5,343506,15,9,0,5,5,4,1,0,0,40,28,1
49,6,116163,4,13,5,14,0,1,1,0,0,50,14,1
66,3,206560,15,9,4,10,3,2,1,0,0,35,21,1
55,4,153451,15,9,1,7,2,1,1,0,1887,40,28,0
35,5,301862,15,9,1,3,1,1,0,0,0,40,28,1
27,5,33429,1,10,5,2,0,1,1,0,0,40,28,1
31,5,169583,15,9,0,8,5,1,1,0,0,40,28,1
47,5,146497,1,10,2,2,0,1,1,0,0,16,0,1
48,1,383384,15,9,1,13,1,1,0,0,0,40,28,0
27,5,240809,1,10,0,2,3,1,1,0,0,56,28,1
38,5,203763,15,9,5,2,3,1,1,0,0,40,28,1
27,5,218785,15,9,1,8,2,1,1,0,0,40,28,1
23,3,381741,2,12,0,10,5,1,0,0,1721,20,28,1
17,5,244602,9,8,0,5,5,1,0,0,0,15,28,1
44,4,175696,4,13,1,8,1,1,0,0,0,40,28,0
26,5,101027,15,9,1,0,1,1,0,0,0,48,28,1
37,5,99270,15,9,0,11,4,1,1,0,0,40,28,1
49,5,224393,4,13,1,8,1,1,0,0,0,55,28,0
42,5,192381,15,9,1,13,1,1,0,0,0,40,28,0
26,5,131686,4,13,0,14,3,1,1,0,0,40,28,1
73,3,84390,6,11,3,10,3,1,1,0,0,32,28,1
44,5,277533,1,10,1,13,1,1,0,0,0,40,28,1
47,5,72880,11,14,0,14,3,1,1,0,0,40,28,1
28,3,149646,1,10,5,10,5,1,1,0,0,20,36,1
49,5,209057,1,10,5,7,3,1,0,0,0,40,28,1
17,5,108909,15,9,0,0,5,1,1,0,0,20,28,1
42,5,74949,1,10,5,14,3,1,0,0,0,40,28,1
30,5,235639,13,6,1,13,1,1,0,0,0,40,28,1
36,4,137421,6,11,1,7,1,3,0,0,0,37,16,1
53,5,122412,4,13,0,14,3,1,1,0,0,40,28,1
23,5,434894,15,9,1,9,1,4,0,0,0,40,28,1
35,5,379959,15,9,5,5,3,1,1,0,0,40,28,1
32,5,95885,12,7,0,13,3,0,0,13550,0,60,28,0
39,5,225330,4,13,4,14,0,1,1,0,0,50,40,0
40,5,32627,11,14,1,14,1,1,0,0,0,60,28,1
28,5,65171,1,10,1,2,1,1,0,0,0,40,28,1
32,5,193380,15,9,0,11,5,1,0,0,0,40,28,1
42,5,184823,1,10,0,2,5,1,1,0,0,40,28,1
35,5,81259,4,13,0,2,3,1,1,0,0,43,28,1
35,5,301369,9,8,0,3,0,4,1,0,0,40,28,1
21,5,190968,15,9,0,3,5,1,0,0,0,40,28,1
71,5,196610,0,4,4,8,3,1,0,6097,0,40,28,0
31,5,330715,15,9,2,5,3,1,0,0,0,40,28,1
25,6,77698,1,10,0,2,0,4,1,0,0,40,28,1
35,5,139770,15,9,0,2,5,1,1,6849,0,40,28,1
24,5,109053,15,9,0,5,4,1,0,0,0,25,28,1
69,5,312653,1,10,1,0,1,1,0,0,0,25,28,1
35,1,193260,11,14,1,0,1,3,0,0,0,40,36,0
35,5,331831,4,13,1,0,1,1,0,0,0,40,28,1
42,5,54202,4,13,0,0,3,1,0,10520,0,50,28,0
51,5,163948,6,11,1,7,1,1,0,0,0,40,28,0
48,5,36228,15,9,5,11,3,1,0,0,0,44,28,1
49,5,160167,6,11,1,2,1,1,0,0,0,40,28,1
53,5,178356,2,12,1,8,1,1,0,2407,0,99,28,1
43,5,104196,1,10,1,2,1,1,0,0,0,40,28,1
53,5,288353,4,13,1,8,1,1,0,0,0,40,28,0
35,5,187693,15,9,0,3,5,1,0,0,0,40,28,1
36,5,114988,15,9,0,5,3,1,1,0,0,40,28,1
34,6,117392,11,14,0,14,3,1,1,0,0,40,28,1
48,5,121124,1,10,1,5,1,1,0,0,0,40,28,0
53,5,195638,15,9,5,2,3,1,1,0,0,40,28,1
37,5,245053,1,10,5,9,5,1,0,0,1504,40,28,1
49,4,216734,10,15,5,8,3,1,1,0,0,40,28,1
30,3,197827,1,10,1,10,1,1,0,0,0,40,28,1
41,5,49156,15,9,1,13,1,1,0,0,0,40,28,1
25,5,126133,1,10,0,5,5,1,1,0,0,40,28,1
24,5,304463,1,10,1,13,1,1,0,0,0,65,28,1
34,5,214288,15,9,0,13,5,1,0,0,0,40,28,1
29,5,274969,15,9,0,13,0,1,1,0,0,42,28,1
23,5,189072,4,13,0,7,3,4,1,0,0,45,28,1
46,5,128047,1,10,2,0,3,1,0,0,0,42,28,1
20,5,210338,1,10,0,5,5,1,1,0,0,15,28,1
63,5,122442,9,8,1,13,1,1,0,0,0,40,28,1
40,1,167081,11,14,1,0,1,1,0,3103,0,50,28,1
33,5,251421,2,12,5,14,3,1,0,0,0,50,28,1
24,8,219519,1,10,0,2,5,4,1,0,0,40,28,1
36,5,33355,1,10,0,5,5,1,0,0,0,45,28,1
25,5,441210,15,9,0,14,5,1,0,0,0,40,28,1
54,6,178356,5,5,1,5,1,1,0,0,0,40,28,1
50,1,231196,4,13,5,0,3,1,0,0,0,50,28,1
58,4,40925,4,13,1,8,1,1,0,0,0,40,28,1
17,5,270587,12,7,0,5,5,1,0,0,0,20,22,1
40,5,219266,15,9,1,8,1,1,0,7688,0,50,28,0
27,5,114967,4,13,0,0,5,1,0,0,0,40,28,1
20,5,344492,15,9,2,0,5,1,1,0,0,26,28,1
22,5,369387,12,7,1,13,1,1,0,0,0,35,28,1
80,1,101771,12,7,1,8,1,1,0,0,0,25,28,1
52,5,137428,15,9,5,11,3,1,0,0,0,45,28,1
40,8,121012,4,13,1,2,1,1,0,7298,0,48,28,0
48,5,139290,13,6,2,3,5,1,1,0,0,48,28,1
62,5,199193,15,9,1,9,1,1,0,0,0,25,28,1
32,5,286689,2,12,1,7,1,1,0,0,0,42,28,0
21,3,123727,1,10,0,10,3,1,1,0,0,28,28,1
58,8,208640,4,13,1,8,1,1,0,0,0,40,28,0
37,1,120130,11,14,1,8,1,1,0,0,0,60,28,0
29,0,241431,7,16,1,14,1,1,0,0,0,35,28,0
25,5,120450,15,9,0,5,3,1,0,0,0,40,28,1
26,5,152240,1,10,0,3,5,1,0,0,0,40,28,1
50,5,200960,1,10,1,0,1,1,0,0,0,50,28,1
30,8,314310,4,13,1,14,1,1,0,0,0,40,28,0
30,6,44566,4,13,1,14,1,1,0,0,0,80,28,1
59,5,21792,15,9,4,5,3,1,1,0,0,10,28,1
36,5,182074,15,9,0,9,5,1,0,0,0,40,28,1
37,5,221850,11,14,1,8,1,1,0,0,0,50,37,0
42,5,240628,4,13,1,8,2,1,1,0,0,40,28,0
34,5,318641,4,13,1,8,1,4,0,0,0,45,28,0
27,1,140863,5,5,1,13,1,1,0,0,0,40,28,1
39,5,129150,4,13,1,7,1,1,0,0,0,50,28,0
41,5,143003,6,11,1,5,1,3,0,7298,0,60,26,0
34,1,198664,4,13,1,13,1,3,0,15024,0,70,30,0
41,5,244945,1,10,1,8,1,1,0,0,0,40,28,1
50,5,138514,1,10,5,2,0,4,1,0,0,40,28,1
18,5,92008,15,9,0,9,4,1,1,0,0,28,28,1
23,5,207415,4,13,0,8,5,1,1,0,0,15,28,1
26,5,188626,15,9,1,13,1,1,0,0,0,48,28,1
38,5,257250,1,10,1,11,1,1,0,7298,0,60,28,0
27,5,133696,1,10,1,14,1,1,0,0,0,88,28,1
21,5,195919,13,6,0,9,3,2,0,0,0,40,39,1
41,5,119266,15,9,1,5,1,1,0,0,0,40,28,1
42,1,140474,2,12,5,13,5,0,0,0,0,35,28,1
25,5,69739,13,6,0,3,5,1,0,0,0,40,28,1
43,5,293176,4,13,1,0,1,1,0,0,0,40,28,0
23,5,217961,1,10,0,9,5,1,0,0,0,15,28,1
40,6,163725,4,13,1,14,1,1,0,7688,0,40,28,0
23,5,419394,1,10,0,0,5,4,0,0,0,9,28,1
18,5,220836,12,7,0,5,3,1,1,0,0,20,28,1
37,5,334291,4,13,0,8,3,1,0,0,0,50,28,1
58,5,298601,5,5,1,3,1,4,0,3781,0,40,28,1
36,5,200360,1,10,0,13,3,1,0,0,0,40,28,1
36,5,203482,2,12,1,14,1,1,0,0,0,40,28,0
25,5,99126,6,11,1,14,2,1,1,7688,0,40,28,0
62,5,109190,4,13,1,8,1,1,0,15024,0,40,28,0
34,5,34848,1,10,1,11,1,1,0,4064,0,40,28,1
27,5,29732,4,13,0,14,3,1,1,4865,0,36,28,1
23,5,87867,15,9,0,0,5,1,0,0,0,35,28,1
55,5,123515,15,9,5,2,3,1,1,0,0,40,28,1
42,5,175935,15,9,1,3,1,1,0,0,0,40,28,1
22,5,229456,15,9,0,2,5,4,1,0,0,38,28,1
44,5,184105,2,12,1,0,1,1,0,4386,0,40,28,0
42,6,99554,1,10,1,11,1,1,0,0,0,40,28,1
21,5,190227,15,9,0,2,0,1,0,0,0,40,28,1
25,5,29020,2,12,5,2,3,4,1,0,0,45,28,1
31,5,306459,8,2,2,9,0,1,0,0,0,35,12,1
42,5,193995,1,10,5,13,3,1,0,0,0,38,28,1
26,5,105059,5,5,1,13,1,1,0,0,0,20,28,1
62,5,71751,1,10,1,8,1,1,0,0,1977,98,28,0
28,5,176683,4,13,1,8,1,1,0,5178,0,50,28,0
34,5,342709,11,14,1,8,1,1,0,0,0,40,28,1
51,5,53838,4,13,1,9,1,1,0,0,0,40,28,1
45,6,209482,11,14,1,14,2,1,1,0,0,45,28,0
44,5,214242,1,10,1,11,1,1,0,0,0,50,28,0
47,3,34458,0,4,1,10,1,1,0,0,0,10,28,1
35,5,100375,1,10,3,12,5,1,0,0,0,40,28,1
46,5,149949,0,4,1,11,1,1,0,0,0,40,28,1
46,5,189762,2,12,0,7,3,1,0,0,0,56,28,1
46,5,79874,4,13,1,8,1,1,0,0,0,53,28,0
66,1,104576,4,13,1,8,1,1,0,0,0,8,28,0
34,4,355700,15,9,2,2,0,1,1,0,0,20,28,1
26,5,213625,2,12,1,0,1,1,0,0,0,40,28,1
29,5,204984,15,9,1,13,1,1,0,0,0,40,28,0
30,5,144593,15,9,0,5,3,4,0,0,0,40,36,1
23,5,217169,4,13,0,2,5,1,1,0,0,40,28,1
46,5,184883,5,5,1,3,2,1,1,0,0,40,28,1
44,3,136419,13,6,1,10,1,1,0,0,0,40,28,1
54,5,57758,11,14,1,0,1,1,0,0,0,68,28,0
54,1,30908,0,4,1,12,1,1,0,0,0,60,28,1
71,5,217971,5,5,4,0,0,1,1,0,0,13,28,1
51,5,160703,9,8,1,13,1,1,0,0,0,45,28,1
32,5,142675,15,9,0,13,3,1,0,0,0,40,28,1
75,3,248833,15,9,6,10,2,1,1,2653,0,14,28,1
57,5,171242,12,7,3,13,3,1,0,0,0,40,31,1
34,5,376979,5,5,0,13,3,1,0,0,0,40,28,1
40,5,175935,4,13,5,0,3,1,0,14084,0,40,28,0
21,5,277530,15,9,0,8,5,1,1,0,0,40,28,1
50,5,104501,11,14,1,14,1,1,0,0,0,40,28,0
32,5,94041,6,11,0,13,3,1,0,0,0,44,9,1
37,6,593246,4,13,1,14,2,1,1,0,0,50,28,0
19,5,121074,0,4,1,13,1,1,0,0,0,99,28,1
64,5,192596,15,9,4,2,3,1,1,0,0,30,28,1
17,5,142457,12,7,0,5,5,4,0,0,0,20,28,1
37,5,136028,6,11,1,5,1,1,0,0,0,40,28,1
32,5,216145,1,10,0,13,3,1,0,4650,0,45,28,1
20,5,157894,1,10,0,5,5,4,0,0,0,20,28,1
39,1,164593,7,16,0,14,3,1,0,4787,0,40,28,0
18,5,252993,9,8,0,9,5,1,0,0,0,40,6,1
42,5,145711,11,14,1,14,1,1,0,0,1902,50,28,0
43,5,358199,1,10,1,0,1,1,0,3103,0,40,28,0
42,5,219591,4,13,1,2,1,1,0,0,0,55,28,0
53,6,205005,4,13,1,14,2,1,1,0,0,60,28,0
52,5,221936,15,9,1,0,1,1,0,0,0,40,28,1
51,5,120914,13,6,0,12,5,1,0,0,0,40,28,1
77,0,155761,1,10,1,0,1,1,0,0,0,8,28,1
25,5,195914,1,10,0,0,5,4,1,3418,0,30,28,1
38,6,236687,1,10,0,14,5,1,0,0,0,40,28,1
20,5,318036,15,9,0,5,3,1,0,0,0,40,28,1
23,5,53306,15,9,0,13,3,1,0,0,0,30,28,1
27,5,174645,15,9,0,2,5,1,1,0,0,40,28,1
19,5,321817,12,7,0,5,5,1,1,0,0,40,28,1
41,5,206948,4,13,1,0,1,1,0,0,0,40,28,0
47,8,402975,1,10,1,8,1,4,0,0,0,40,28,1
72,3,289930,4,13,2,10,3,1,1,991,0,7,28,1
42,5,367049,11,14,0,8,3,1,1,4650,0,40,28,1
36,5,143486,4,13,1,0,1,1,0,0,0,40,28,0
42,0,27187,11,14,1,12,1,1,0,0,0,60,28,0
24,5,187717,4,13,0,2,5,1,1,0,0,40,28,1
22,5,378104,15,9,0,9,5,1,0,0,0,40,28,1
29,5,113870,8,2,1,5,1,1,0,0,0,40,36,1
42,5,252518,10,15,1,8,1,1,0,15024,0,40,28,0
24,5,326334,4,13,0,14,5,1,0,0,0,20,28,1
41,5,279914,1,10,1,2,1,1,0,0,0,45,28,0
29,5,320451,15,9,0,1,3,3,0,0,0,40,38,1
36,5,207853,15,9,5,13,5,1,0,0,0,40,28,1
78,0,237294,15,9,4,0,3,1,0,0,0,45,28,0
43,5,112181,6,11,1,7,2,1,1,0,1902,32,28,0
34,4,259705,1,10,2,8,5,1,1,0,0,40,28,1
20,3,117789,1,10,0,10,5,1,1,0,0,40,28,1
24,5,449432,9,8,1,13,1,1,0,0,0,40,28,1
36,8,89083,6,11,1,7,1,1,0,0,0,40,28,1
49,5,59612,1,10,1,0,1,1,0,0,0,44,28,1
21,5,129980,5,5,0,11,5,1,0,0,0,40,28,1
51,5,108233,2,12,2,5,3,4,1,0,0,40,28,1
30,5,342709,15,9,1,7,1,1,0,0,0,40,28,1
37,5,126675,15,9,0,13,3,1,0,0,0,40,28,1
30,5,141118,6,11,0,2,3,1,1,0,0,40,28,1
20,3,273701,1,10,0,10,4,4,0,34095,0,10,28,1
46,5,173243,15,9,1,13,1,1,0,0,0,40,28,1
24,6,161092,15,9,0,5,5,1,0,0,0,40,28,1
32,5,209691,4,13,1,0,1,1,0,0,0,42,28,0
36,5,89508,1,10,5,14,3,1,0,0,0,50,28,1
30,5,399522,12,7,3,9,0,1,1,0,0,40,28,1
60,4,136939,1,10,1,11,1,1,0,0,0,40,28,1
56,6,264436,1,10,5,8,3,1,1,0,0,40,28,1
57,5,199572,12,7,1,3,1,1,0,0,0,40,28,1
61,8,28291,4,13,1,8,2,1,1,0,0,40,28,1
50,5,215990,15,9,1,13,1,1,0,0,0,40,28,0
56,1,179594,15,9,1,8,1,1,0,0,0,48,28,1
61,0,139391,1,10,1,0,1,1,0,0,1902,35,28,0
45,5,187370,11,14,5,8,0,1,0,7430,0,70,28,0
31,5,473133,11,14,1,14,1,1,0,5178,0,40,28,0
60,1,205246,15,9,0,8,3,4,0,0,2559,50,28,0
26,5,182308,1,10,1,14,1,1,0,0,0,40,28,1
56,1,51662,12,7,1,5,2,1,1,0,0,40,28,1
45,5,289468,12,7,4,5,0,1,1,0,0,40,28,1
28,5,201954,2,12,0,8,3,1,0,0,0,65,28,0
45,1,26781,1,10,1,8,1,0,0,0,0,40,28,1
58,5,100960,5,5,1,9,1,1,0,0,0,40,28,1
38,5,203761,6,11,0,7,3,1,1,2354,0,40,28,1
23,5,213811,4,13,0,8,5,1,1,0,0,40,28,1
49,5,124672,15,9,1,13,1,1,0,0,0,40,28,0
19,5,219300,1,10,0,0,5,1,1,0,0,25,28,1
22,5,270436,15,9,0,5,5,1,0,0,0,40,28,1
23,5,212619,15,9,1,3,1,1,0,0,0,50,28,1
23,5,193586,15,9,1,2,2,1,1,3908,0,40,28,1
40,5,84136,15,9,1,13,1,1,0,0,0,25,28,1
55,8,264834,4,13,0,14,3,1,1,0,0,40,28,1
34,4,98995,6,11,0,14,3,1,1,0,0,40,28,1
21,5,278254,15,9,1,3,1,4,0,0,0,40,28,1
28,5,167987,15,9,0,5,5,1,1,0,0,40,28,1
43,8,72887,4,13,3,7,3,3,0,0,0,40,28,1
17,5,176467,5,5,0,11,3,1,0,0,0,20,28,1
51,1,85902,13,6,4,11,4,1,1,0,0,40,28,1
37,5,223433,15,9,1,0,1,1,0,0,0,40,28,0
54,0,108435,4,13,1,0,1,1,0,0,0,50,28,0
24,5,172496,4,13,0,0,3,1,0,0,0,30,28,1
35,5,241998,15,9,1,13,1,1,0,0,0,40,28,0
48,5,245948,15,9,0,3,3,4,1,2174,0,40,28,1
23,5,187513,6,11,0,3,5,1,0,0,0,40,28,1
24,5,440138,15,9,0,6,3,1,1,0,0,45,22,1
24,5,218215,6,11,0,2,5,1,1,0,0,20,28,1
50,5,158948,0,4,1,13,1,1,0,3411,0,40,28,1
34,5,94413,15,9,1,11,1,1,0,0,0,40,28,0
45,5,183598,15,9,5,2,3,1,1,0,0,40,28,1
36,5,192664,12,7,0,13,5,1,0,0,0,40,28,1
33,5,392812,4,13,1,8,1,1,0,0,0,45,28,0
21,5,155818,15,9,0,5,5,1,1,0,0,20,28,1
32,5,195000,15,9,1,13,1,1,0,0,0,40,28,1
22,5,308205,3,3,0,12,4,1,0,0,0,40,27,1
53,5,104879,15,9,1,7,1,1,0,0,0,40,28,0
